review,sentiment
"May 2nd: someone clicked 11 NOs, and then proceeded to do 15 more on my previous 15 comments: almost as funny as this turkey!<br /><br />May 1st: <br /><br />As I write this, I'm still very much under the impression of what must be the funniest thriller I've ever seen. I've got a major case of the giggles, but I'll try and calm down. (It's kind of hard to write when your nose spills snot and the mouth ejects sporadic drool onto the keyboard.) <br /><br />A pair of young women who just returned from a vacation take a ride on a shuttle bus. A couple of young guys join them. But the bus isn't really a taxi service: it's a kidnapping vehicle. (Don't snicker!) Its driver has been part of an organized ""white slavery"" gang who snatch young women from airports, and they've been doing it for FIVE years. (Don't laugh.) Five years on the SAME airport, without the police or even the FBI ever getting any wind of it. (No giggling, please.) Apparently, dozens of women go missing on in the same exact place for years and years - and yet no-one notices a trend. Is the FBI that incompetent? The world of ""Shuttle"" seems to consist of three types of people: easily kidnappable blonds, dumb/comatose/invisible FBI agents, and omnipotent psychotic gangsters (who hate sexy blonds with tattooed behinds).<br /><br />The driver has barely stayed alive on this one mission, and yet he's done this for - I repeat - FIVE years, without being killed or losing one of his limbs. (Stop laughing...) Did I mention that the driver is immortal? Need I mention it? We all know that movie psychos have immortal DNA. You can stab them, bounce them against the walls of a bus repeatedly, caress them softly with a hammer, prick nine-inch nails into their ears... Hell, you could stick a hand-grenade into the average Hollywood psycho's mouth, and he'd still escape with only minor scratches. No, the driver is not Satan or even a minor demon, but just a regular Hollywood psycho with better survival abilities than the biggest, meanest sewer cockroach.<br /><br />The basic plot outline: A guy loses all the fingers on one hand in a silly scene. (A magical bus that reads and obeys minds!) The passengers try to escape. They fail. They get hurt. They sulk. They argue. They try to escape. They fail. They get injured. They argue. They try to escape. They fail. They get injured. They try to escape. They fail. They try to escape. The kidnappees manage to snatch the gun from the driver! Alas, they do not kill him because the Golden Hollywood Rule Of Gandhi-like Pacifism prohibits them from doing it. (No giggling.) One of the other passengers turns out to be part of the gang! (Stop laughing.) He is played by an actor who studied in the Rob Zombie/John Travolta School Of Over-Acting & Silly Mugging. He threatens rape. Later on, one of the gals hits him with a crowbar over the head, about a dozen times... very hard. Only seconds later does he regain consciousness. Yep, he survives. (Immortal, remember?) He gets killed a little later. (No idea how, though! He is not supposed to be killable.) The kidnapees argue. They try to escape. One of them escapes! Alas, the psychos are just far too God-like in their powers not to re-capture their prey. The game starts all over again: the passengers try to escape. They fail. They sulk. They stare into the void. They get hurt. They try to escape. They fail. They get hurt...<br /><br />You get the picture.<br /><br />Frankly, I believe that a drugged, heavily disorientated, inebriated snail would have escaped these nincompoop captors with ease. There were so many opportunities. At one point these bumbling psychos (remember: FIVE years!) even send one of the kidnapees into a grocery store! She leaves a message to the police. However, yeah... you guessed it: this fictional fairy-tale U.S. city has no police.<br /><br />And just as you thought the movie couldn't get any dumber - not even if Luc Besson and Brian De Palma joined forces to lend a hand with the script - it does. The girls are kidnapped in order to be sent to some remote island(?), and this is achieved by transporting them as cargo. Apparently, this fictional America has no FBI, no police - and no border customs either. It does however have immortal criminals with more luck than twenty lottery winners. One blond had her billionth chance to kill the driver, and yet she failed. How is it that victims in these dumb thrillers NEVER try to finish off their immortal adversaries once they have them down on the floor and injured? I guess I answered that one myself: they're immortal! So why bother trying, she must have thought...<br /><br />So why was one blond gassed to death and the other one boxed and shipped alive (complete with a kitty-litter box, and the funniest photograph since Demi Moore's primary school pictures)? Could it be the tattoo? I think they killed the prettier one, but that's just me. Was her tattoo that ugly? <br /><br />Could it be that I don't care? Why should I search for logic in a movie made by imbeciles (for imbeciles)? Besides, how can I even think straight when I'm laughing so hard half the time?!<br /><br />Naturally, this being a 21st-century horror/thriller, the mobile phone doesn't work... Perhaps this invincible gang control not only the FBI, the police, and the customs, but satellites in space too.<br /><br />Do I have to spell it out? There are far easier ways to kidnap people. And far more intelligent people who should be making movies. Give an idiot a camera and he'll lay an egg every single time... That sort of answers the eternal riddle of which came first: the egg or the bird-brained director.",negative
"This movie was almost intolerable to sit through. I can get beyond the fact that it looks like it was shot with a home video camera and that this movie is supposed to span over weeks in time yet the characters do not once change outfits, but the acting broke the 4th wall to pieces for me. I've seen better acting in a 4th grade play. Aside from that the plot is unrealistic. If the man suspected the guy he would have turned him in. I was also heavily disappointed that all the killings were done with a gun what kind of gore is that. That is not a copycat the Zodiac did not kill using just a gun the authorities would have known it wasn't him. Another thing that really bothered me was that they called Disassociative Identity Disorder DSM 4 when that is the name of the book used to diagnose people with mental disorders not the name of the disorder. Overall I think this movie is not the kind of movie that could be done with a low budget at least not as low as they had or they could have made sure they had better actors or more gore. Plenty of people have went the low budget route with out having to use horrible actors look at Easy Rider that had Dennis Hopper and Jack Nicholson and a low budget.",negative
"Rather then long dance sequences and close ups of the characters which made the film drag on - the movie would have been better served explaining the story and motivations of the characters.<br /><br />The marginalisation of Nubo, the minister, auntie, mother - and the dumbing down of the dynamic and IMPORTANT rivalry between hatsumo and mameha and hatsumo and sayuri made the movie lack any real depth. If you hadn't read the book you would not really understand why Sayuri loved the Chairman and why Mameha became her mentor at all.<br /><br />Visually the film was stunning - and the actors all did the best with the C rate script they were given, but that was all that was good about this movie.",negative
"Another Indian legend you never heard of before is let loose. As the name implies, this is a vengeful wraith who likes to absorb the skeletons of people while they're still using them. As usual, ancient burial grounds (can you say, ""Poltergeist?"") have been disturbed by clichéd greedy land developers building stuff.<br /><br />The CGI, if it had been better, might have made the effect more treacherous looking, but they skimped on the budget, and it shows--to comical effect. The unleashed creature probably should have been kept off stage during its first several killings-that might have added some mystery or impending doom atmosphere-but the inept director decided to show us in the first five minutes what it looks like, and it wasn't impressive. The deaths are just poorly done, again with shoddy CGI. I guess ancient spirits always kill by using cheap special effects. As for the ""victims,"" they look they're going to laugh any moment while they do goofy screams. It's always obvious who's going to get it: a character with only a few lines shows up, strange noises are heard, CGI dots fly, exit character. Repeat (several times).<br /><br />Still, there's a few chase scenes featuring the monster that actually made this thing watchable. Unfortunately, the director seems to be using these as a device to fall back on (so it's used too often) when he can't think of anything else for his characters to do. Overall, it's pretty silly, but I've seen worse. This flick is cheap, but it's oddly fun to watch.",negative
"It's complete nonsense. I've studied Nazism and read many manuscripts from the day - the ""parallels"" use most of the classic debased apocryphal myths of Nazism and then compare it with complete specious generalizations about what constitute 1/3 of the planet. It's crafted for an audience of Polly-Anna complacency who diet heavily on spoon-fed gibberish, horribly thought out arguments, irrational conclusions, fallacious ideas, and nonsensical logic.<br /><br />Who made this hit peace? Easy.<br /><br />When all is said and done; Que Bono? That is, who benefits, in the long run?<br /><br />You don't. You sacrifice money and rights. Muslims don't, they get our bombs. Try again. Answer this, and you've unlocked a major door.",negative
"This movie is BAD! It's basically an overdone copy of Michael Jackson's Thriller video, only worse! The special effects consist of lots of glow in the dark paint, freaky slapstick fastmoving camera shots and lots of growling. I think the dog was the best actor in the whole movie.",negative
"This is without a doubt the STUPIDEST movie of all time.<br /><br />I don't know who I'm angrier at--the idiots who made this or my video store for actually carrying this piece of crap!!<br /><br />I can't even begin to name all of the things wrong with this horrible wanna-be movie.<br /><br />All of the dialogue sounds like it was made up on the spot, and the acting is the worst I have ever seen in any movie-EVER!!<br /><br />There is nothing about the script that would appeal to any decent person, in fact I don't think they even had a script, they just made up everything as they went along--and you can tell.<br /><br />The ""women"" (i.e. men dressed up in drag trying to look like women) in the costumes looked so ridiculous, I guess they were trying to be sexy but--NOT SO MUCH!! Especially that old woman-disgusting.<br /><br />There is nothing scary about this movie, the only thing scary is that somebody else might actually rent it and have to watch it.<br /><br />No brain required for watching this, you must be a total loser to want to see this movie.<br /><br />Don't forget-- I WARNED YOU!!!",negative
"After watching the Steven Spielberg version of War Of The Worlds in theaters, I was hooked on the topic. I could think back to my favorite parts in the movie, people getting vaporized, people panicking, fire, explosions, it was all so great...<br /><br />So a few weeks later I enter my video store, and I see David Michael Latt's version of War Of The Worlds on the shelf. ""It couldn't have come onto DVD, that fast, could it?"" I said to myself. I read the back of the case and saw C. Thomas Howell, instead. ""Oh, I remember him from The Outsiders!"" So I thought, it might have been a try.<br /><br />I was wrong, dead wrong. As soon as I watched the opening credits, watched them take forever, I knew something was wrong. Something was going to disappoint me in this film and it did. The whole movie stunk like a cheese sauce that was left in the fridge for 10 years. From the acting, the special effects (stupid looking tripod things, when people get vaporized they turn into orange skeletons), and most of all, it didn't even come close to being as interesting as the Spielberg version, in fact, the plot was boring, and there were only 3 scenes of destruction! What the crap? I ended up being so bored, that I had to fast forward through the movie until I found something that looked even remotely interesting. And nothing was really.<br /><br />My advice: Don't even touch this movie, stay 100 feet away from it. The Spielberg version is coming out near the end of this month, buy that one! But please, please, I beg of you! Stay away from this turd before it smothers us all!",negative
"Surely one of the lamest shows ever to be produced on these shores and thats saying something. Even many of the lead actors didn't stick around for the duration. The fact that it ran for eight years is a sad indictment on the average intelligence and cultural nous of the Aussie viewer. It went round and round in circles, with repetitive gags and poorly-drawn characters. Arthur MacArthur, for god's sake. did they actually pay the writers of this show? I wonder if anyone checked their qualifications. There were tired gags about rural people and second-rate farce situations that were poor imitations of a thousand English and US sitcoms that had gone before. I think that's what I hate about it so much, that it appears no one involved wanted to make it memorable, original or clever, instead opting for the lowest common denominator each time.",negative
"I usually don't categorize a moving as boring. I am not big on action flicks and my senses do not need to be stimulated during a movie. In fact I enjoy a good rational logical dialogue and story line. Unfortunately, this movie has none of those characteristics. Diane Lane is the only saving grace in this movie and even her beauty cannot save it. Terrible overbearing music equals the moronic dialogue and acting. None of the actors actually connect with each other and as a result the movie does not connect with the audience. I guess the scenes where the townspeople are marching somewhere were suppose to add to the story but it seems that they were inserted just to fill space. The scenes appeared choppy and incoherent. There were some nice shots of the ocean and the beach which were beautiful.",negative
"I have seen many good Korean Movies including thrillers and movies with darker overtone, but this one sucks. The director seems to be a sadist, who happened to get someone to produce some junk. The movie lacks any sort of entertainment value and is not even a thriller. I can't believe someone really made such a movie. Even though acting is OK, the story line and the feeling it leaves is awful.<br /><br />I am sure, I am not going to see any movies of this director. No sense of movie making, and utter disappointment in having thriller moments. All this has is showing scenes with psychopath wasting the reels with badly shot scenes and showing more blood and violence thinking that makes it thrilling. Very disappointing movie and I strongly recommend skipping all the movies of this sort.",negative
"Well then. I just watched an crap-load of movies--all with varying degrees of quality. I wasn't too sure about which one I wanted to review first. Then it hit me like a sack-a-rats: Rodentz. Warn people about Rodentz. This monstrosity stars nobody and is painfully dull to sit through. And it's about mutant rats killing people. Yeah... real freaking' original. ""Food of the Gods,"" or ""Willard"" anyone? Those were better than this, and that doesn't say much...<br /><br />**POSSIBLE SPOILER**Okay here's the story: Inna laboratory the scientist and his plucky assistant are experimenting on rats and their laboratory is in a crappy neighborhood and crappy building and the plucky assistant's moronic friends show up drunk and everyone becomes food for the crazed rats and just about everybody dies and, oh yeah, there's one giant rat that looks crappy, but it gets killed, the end. There, all in once sentence! Spoiler, you say? Ppfff!! I beg to differ! The second we all realize that there's a giant rat, we all know it's gonna die eventually!!**END SPOILER**<br /><br />Here's the breakdown:<br /><br />The Good: <br /><br />--Well, I watched it for free, but for everyone else... hmmm, no. There's nothing good here. <br /><br />Didn't Hurt It, Didn't Help: <br /><br />--Um... well. the gore was decent. --Very average cinematography. <br /><br />--CG rats not as bad as they could've been in some shots...<br /><br />The Bad: <br /><br />--...and in other shots, the CG rats were pathetically cheap-looking. Look, if your film has a low budget, maybe you shouldn't rely on CG. Lesson to take to heart. <br /><br />--The acting is extremely poor.<br /><br />--The characters are beyond uninteresting--we have a mish-mash of clichés and none of them are even done that well. <br /><br />--Booooooooooooring.<br /><br />--Been done before--plenty of times. <br /><br />--Stupid story, just stupid.<br /><br />--Giant rat looks like fat man in poorly conceived bear costume--that was kind of funny--but not funny enough to give this film any worth.<br /><br />--Retarded, unrealistic, and boring dialog. <br /><br />--All the college student rat chow people are drinking Tequila from huge plastic milk jugs--and yet they don't appear to be drunk for anything longer than a few seconds. Way to stick with continuity, guys.<br /><br />The Ugly: <br /><br />--This film is bad. Simply terrible. Worse than you might imagine. It's not even laughably bad like, for instance, ""Scarecrow"" (2002) or ""House of the Dead."" Now those movies are crap you can enjoy. Even if they do make you stupider.<br /><br />Memorable Scene: <br /><br />--The lame action-movie ending, complete with uninjured heroes and explosion. Because it didn't feel at all like the rest of this monstrosity--but still sucked.<br /><br />Acting: 2/10 Story: 1/10 Atmosphere: 2/10 Cinematography: 4/10 Character Development: 0/10 Special Effects/Make-up: 4/10 Nudity/Sexuality: 1/10 (I was tending to my son occasionally during the film, so I may have missed it, but was supposedly in there) Violence/Gore: 4/10 Dialogue: 2/10 Music: 1/10 (average for the time) Writing: 1/10 Direction: 2/10<br /><br />Cheesiness: 7/10 Crappiness: 9/10<br /><br />Overall: 1/10<br /><br />Watch it only if you love rat and vermin-based horror films. Wait... Check that. Don't watch it. It's crap.<br /><br />(www.ResidentHazard.com)",negative
"The glorious Edward gets to move up in the world when his supervisor tells him that he can drop those filthy Swedish drama movies and head up stairs to the splatter and gore department. Excited along with his big anticipations for the new type of movies he soon will be going to edit, he asks all sorts of questions, about the wage, his workspace and lunch brake. Well, not really. Edward is maybe quite the opposite. Calm, stuttering guy, on top of that, he got glasses. With the exception when he's insane. I guess that created a much creepier atmosphere.<br /><br />Evil Ed is with all reason a Swedish movie, but somehow a magical force came across the good actors and turned their lovely Swedish accents into stereotypical American voices. I guess that's some of the expertise an actor needs these days. The acting is very.wooden, as in they are inflexible, not bendable (well hey, what did you actually expect?). On top of that the movie has a jamming techno theme song, sounds like its E-Type. In any case, this only makes the movie experience worse. Since I'm fairly harsh against this movie so far, there will usually be a breaking point where I tone the level of happiness up. But there's really not much to say. The blueprints look good, but somehow 'Hanz' spelt coffee over it and partially destroyed it. That's how I look at this movie. If the movie ended where Edward is taken to a mental institute and they refurnished the parts from where he goes insane and kills people, the result would have been much better, but that's just my radical view. I would also like to see more footage from the lose limbs movies.<br /><br />There are also illogical things to discover in this piece of movie. Let's to say that the actors really are American, living in America, why would they then work on a Swedish movie, like Edward did? And also, that delivery man, why is it that he never uses the doorbell which is located directly beside him? Instead he goes away with tapping softly at the door. Good old Edward really got some good ears to hear all that while he is editing.<br /><br />Anyway, this movie had its moments, it's just a shame there were not that many. But that doesn't mean I would not recommend it. It's a rather cheap movie, go ahead and buy. It's almost like I see a pattern for the price and the movie. On the other side; if you like watching dubbed movies getting crappier by the second this might be IT. My verdict would then be a rock solid 4.",negative
"Lonesome Dove is my favorite western second only to The Searchers with John Wayne. I watch Lonesome Dove about every 6 months and never get tired of it. I have read all the LD books, although I cannot remember much of Comanche Moon. I too looked forward to this mini-series and decided to tape it on our DVR so we could fast forward through commercials. Unfortunately, I messed up and didn't record the first part, but decided to watch the other parts and try to pick up.<br /><br />There is nobody that can ever compete with Robert Duvall or Tommy Lee Jones, and I was expecting to be disappointed and I was.<br /><br />Although there were so many things that didn't ring true, the most apparent to me was when Nellie died the day before and Gus was out on the range, it switched over to Clara writing him a letter from Nebraska telling him how sorry she was to hear of her death. How in the world could she have known the next day way out in Nebraska? Additionally, it was supposed to be 7 years later after her leaving and her children looked to be about 6-7 years old, maybe a little younger, yet more time went on before they actually moved to Lonesome Dove, and in Lonesome Dove they had been there about 10 years or longer before leaving to Montana. When they stopped at Clara's in Nebraska, which probably took another 6 months on the trail, the girls looked to be about 10-13, since they were playing in the yard like little children. The math just does not add up.<br /><br />I agree that the man who played Gus had a lot of his mannerisms and looked a little like Gus may have looked as a young man.<br /><br />I am also a little confused about one thing. The captive white girl that they brought back - was she the one they captured when they raided Austin? They said she had been captured 25 years ago, but if she was the one captured in Austin, it was only 7 years later when this took place in the movie. Was she captured earlier? I remember seeing a captive girl after they raided the town and don't know if this is the same one. If someone can explain since I missed Part 1. If it had been 25 years, she would probably be over 40 years old when they found her since she looked to be grown lying on the ground. Also, the way they were ravaging her when they captured her, it is hard to believe she would have lived to go on to be married and having Indian children.<br /><br />I have to admit though, nothing is worse than John Voight playing Call in the sequel to Lonesome Dove or the unbelievable marriage of Lorena to Pea Eye in the McMurty sequel to Lonesome Dove, which was never explained either. Also, the way he killed Newt off was I hear from spite for them doing the sequel with John Voight without his approval.<br /><br />If anyone can clear up these discrepancies, I would appreciate.",negative
"Love sublime says the title. Another blurb during the promotions of the film talked about inner vs external beauty. Well in this case the beauty - you decide inner or external - is provided by scantily clad (or is that scantily dressed/ undressed) Zeenat Aman who the director Raj Kapoor called ""a volcano of talent"" while the film was being made. One can't accuse him of sarcasm of course - after all he was promoting his own film.<br /><br />The paper thin plot is about a woman with a disfigured face who has a - er - well proportioned body , a great voice (thanks to Lata Mangeshkar) with whom the hero Shashi Kapoor falls in love. He doesn't want her face only her voice. The acting is desperate and even the 4 is because of the music with Lata Mangeshkar giving some good numbers. The rest is of course bunkum. Avoid - save your money. Inner beauty vs Outer beauty. !!! You need not be an Einstein to figure out which one the director was concentrating on",negative
"I saw this at a drive-in when I was 9. All I remember are a few scenes (the ones where the main character Elle is being chased by a guy in a mask) and being scared spitless. Seeing it now, my opinions have changed. It's a pathetic ""horror"" film about an ophanage run by Gloria Grahame (sad) and dealing with a young, talentless girl Elle who is sent there after her mother, the town tramp, was beaten to death with a hammer (graphically shown). The film has adolescents (actually actors in their 20s) being beaten, tortured, killed, starved, attacked with meat cleavers, raped etc etc. The brutal hammer murder is the opening scene and then it gets worse and worse. There is NOTHING to recommend about this crap. The plot is stupid, all the dialogue is bad and the acting...the less said the better. How did this sickie get by with a GP (now PG) rating? It would get an R now. Worthless. One last thing...a truly repulsive twist ending suggests incest!",negative
"Just imagine the real Hitler, who was a master of propaganda and speech, would have been such a mumbling moron as Carlyle portrayed him in this film.<br /><br />Nobody would have followed him, not even a desperate, unemployed guy in the 1920s.<br /><br />This is just a Hollywood cardboard piece of propaganda itself, disguised as ""true history"".<br /><br />I pity everyone who actually believed anything from this show. Carlyle and the producers didn't get anything right with this.<br /><br />Why was Hitler able to win so many people, a whole county for his ideas if we was such a sausage? Why did people follow him to death? By portraying him as such a loser they make their own film totally unbelievable. This film is a mixture of old WW2 propaganda and MTV urban myths about one of the most important persons of the last century. Imagine a film about Churchill where the director only shows him as a drunkard for 90 mins. <br /><br />This film is a disgrace and I wonder how they could talk an actor like Carlyle into this dreck.",negative
"I went to see this because I'd never seen Tel-Aviv, where the story is set. I was disappointed, since it doesn't offer many views of Israel's largest metropolis. It's also pretentiousone of those movies that leaves you guessing at its meaning until you ultimately give up with a shrug of the shoulders.<br /><br />The main protagonist is Batya, a woman in her twenties' who works as a waitress at catered weddings. Her parents evidently don't care about her very much, and when a little girl walks out of the sea with an inflatable ring around her, Batya feels compelled to take care of her. The little girl doesn't speak, and Batya can't give her to social services because it's the weekend and the agency is closed. So she takes her back to her apartment with the leaky roof, and when it comes time to work in the evening, she has to take the little girl with her. The boss is very unhappy about this and other shortcomings in Batya's work performance.<br /><br />Another main character is Keren, who is getting married. At her wedding party (where Batya is of course working), she breaks her leg climbing out of a ladies' room cubicle whose door won't open, and so she and her new husband cannot take the Caribbean vacation they've planned. They end up in a dingy hotel on the seafront without a view. It smells bad, there is noise from the traffic, and Keren is complaining all the time. Her husband meets a strangely attractive older woman  a writer  who is also staying in the hotel, and Keren worries that he has slept with this stranger.<br /><br />The third main character is a Filipino woman named Joy who looks after old people. The old woman she is hired to care for is very crabby and speaks no English, only German and Hebrew. Joy speaks English but no Hebrew or German. Joy is mostly concerned with how her son is doing back in the Philippines, and wants to buy him a toy boat, as he has asked. She finds the perfect boat in a store and plans to buy it. The daughter of the old woman, who hired Joy, is an actress appearing in some sort of post-modern ""physical theater"" adaptation of Hamlet, and does not get along with her mother.<br /><br />The way in which these three storieswhich intersect momentarilyresolve themselves is presumably supposed to mean something profound. I didn't get it. There is a fantasy element to Batya's relationship with the little girl, and maybe Batya's non-existent relationship with her parents is somehow inverted in this relationship. When Joy sees the toy boat in the shop window, there is a strange effect used where the little sails billow as if blown by the wind, and they do this as if they are on the scale of a real-life ship. Keren draws the outline of a bottle around a ship that is on a brochure cover in the hotel room, and a narration of the strange woman's poetry mentions a ship in a bottle. But what does all this mean? I thought about it for a while and realized I wasn't going to lose any sleep in the process. If anyone out there has a clear idea of what it's all about, maybe they can fill me in.",negative
"I saw the 10p.m. showing and I must say that this movie was nothing special. Although I did not leave the theater wanting my time back (as I don't actually pay for movies anymore) I didn't really find any redeeming qualities.<br /><br />There were a few lines and such that made me chuckle, but mostly the film seemed to consist of rampant fan service to the younger (in mind more than age as this film is rated R) male audience. The fan service seemed out of place and rather distracting as well. I know you all want to hear Samuel L. say his infamous line, but let's be honest, it's a whole lot of hype for very little pay off. The only truly horrible part of the film was the CG, which looked very digitized and did not mesh well with the live action on the screen.<br /><br />Now I am a reasonable man, I knew going into the theater that I wasn't going to be seeing ""Casablanka,"" and I am at least thankful that this film is an original (albiet inane) idea and not some re-make or franchise spin off. However to be honest, if you are not a part of the cult following you are probably better off spending your money elsewhere and seeing the film either in a second run theater in a few weeks or renting it in a few months.",negative
"The point of Wolfe's original novel -- indeed the point of the whole story -- is that things take place because of a carefully calculated sense of expediency. The goal is survival within a particular kind of life style. The novel is full of malice. The only relationship that rings emotionally true is that between Sherman and his daughter, Campbell, and that's only touched upon. That aside, everyone is out for what he can get in the way of publicity, power, money or self aggrandizement.<br /><br />Wolfe was criticized for hitting every character and every social segment of New York City over the head. His response was a denial. After all, he lived in New York himself and belonged to a neighborhood improvement committee and other admirable organizations, exactly the qualifications one would want on his resume in order to deny that he disliked New Yorkers. (Wolfe has a PhD in American Studies from Yale and is no dummy.) Those supposed weaknesses are what made the novel memorable. Nobody was any good. And Sherman McCoy wound up broke, a professional protester for social justice. The movie throws all of that away and imposes a moral frame on the story that simply doesn't fit. Wolfe did his homework. The novel was rooted in reality. Every event was not only possible but thoroughly believable. Wolfe might have made a great cultural anthropologist -- he knows how to get inside a system and record its details.<br /><br />Yes, any of us might have found ourselves, as Sherman and his mistress do, stuck in the South Bronx, threatened by a couple of black kids, and making a getaway after bumping into one of them. That scene is transferred neatly from print to celluloid. <br /><br />But after that scene the movie seems not to trust its audience and at times become frantic in its attempt to spell out its message, however nebulous the message is. <br /><br />Sherman might accidentally hit some kid and be arrested for it as he is in the novel, but he would not immediately upon his release from jail go back to his phenomenally expensive condo, take out a shotgun, and start shooting into the ceiling with it, as he does in the movee. In what's supposed to be a funny scene, ceiling plaster falls all over the party guests and they scurry away, shrieking. It simply would not have happened. The movie has left the novel's unspeakably detailed reality in the dust. Wolfe's sensibility, the work he put into capturing the real, has been lost. What we get instead is a noisy, fantastic, and silly scene that doesn't do anything except wake the audience up. Similar empty scenes follow, screaming out for Wolfe's verisimilitude.<br /><br />The movie also fails because it thrusts a lot of sin and redemption into an entertaining story of moral nihilism. Here we see ""Don Juan in Hell"" at the opera. We get lectures on redemption from a poet with AIDs. We see a lot of guilt in Sherman. A black judge who preaches from the bench and gives one of those final speeches about how we all have to start behaving nicely again. A reporter who feels sorry for Sherman after turning him into a sacrificial lamb. And a happy ending in which Sherman gets off by breaking the law with an idiotic grin. The scene sits on the movie like a jester's cap on a circus elephant's head. <br /><br />The movie not only makes points that are already trite and unoriginal, it overstates them, as if the audience were incapable of absorbing any subtleties.<br /><br />It's not the acting or the direction that's poor. The film's not bad in those respects. And the photography is pretty good too, including two rather spectacular shots -- the gargoyles of the Chrysler building and the landing of the Concorde. It's the script that is thoroughly botched.<br /><br />The first half of the movie, roughly, is okay in conception and execution. It keeps some of the little details from the novel. Sherman and Judy's dog is named Marshall. Who the hell would name a dog Marshall? It loses its focus almost completely in the second half and on the whole is barely worth watching.<br /><br />Wolfe's cynical redneck right-wingism may be offensive to a lot of people, but he's got the cojones to lay his percepts out. Alas the writers and producers did not have the courage to pick them up and thus blew the chance to make a fascinating study of New Yorkers.",negative
"After Loomis gives a quick recap of Micheal Myers we flashback to 1989 where Jamie is kidnapped by the Man in Black before the burning police station explodes. Micheal returns to Haddonfeild once again to find Jamie and his baby. In this version the Loomis character gets more scenes and seems much more pro-active than he is in the final cut. The Score is much better, more in line with parts 4 and 5, none of the electric guitar BS. And the ending makes a tad more sense. For these reasons coupled with the fact that this cut has more characterization and suspense, and cuts back on the gore factor (Halloween, unlike say the ""Friday the 13th"" Franschise, was never about blatant gore) is why I prefer this bootleg Producer's cut. Not to say that the cut magically turns a turd into gold, it just polishes the turd a little bit and makes it more comprehensible. The whole cult plot is still very stupid, as is Micheal fathering a kid <br /><br />My Producer's Cut Grade: C- <br /><br />My Theatrical Cut Grade: D-",negative
"We sought out this hard-to-find VHS after watching two excellent Merchant-Ivory pictures back to back. Knowing it was an instant box office failure, a failure as a rental, I thought it might be worth seeing anyway based on M-I's reputation. Too bad! Nine years ago, it was very much a Liberal Agenda objective to trash the Founding Fathers and indeed they had some success in eradicating the Founding Fathers from many American classrooms including, for example, New Jersey; whose eradication of our great founders quickly ended when the Washington Times shone the spotlight of truth into the NJ School Board and their subversive deed. A small part of this was headlining the alleged Sally Hemmings-Thomas Jefferson connection, disregarding the inconvenient DNA findings which failed to support the wacky left's agenda. Never mind! They got James Ellis, an author of dubious reputation, to put it in a book, and Columbia University sealed the deal by giving Ellis a Pulitzer.<br /><br />As to Jefferson in Paris, the Liberal Agenda spin begins in the opening scene wherein James Earl Jones is claiming to be the son of Jefferson. The spin simply continues in flashback mode to Paris. The unmistakable truth is that even if a person assumes the lie is true the Hemmings allegation would be an insignificant detail into the larger matter of Jefferson's prolonged and vital diplomatic mission to Paris (as well as to the Netherlands where he secured crucial financial backing for America when our infant nation was without funds).<br /><br />Besides the Liberal Spin Job, there is nothing else of interest in this drab and tortuously dull movie. Some of the other history is indeed accurate --- adding credence to frame the lie --- but this movie takes one of the most interesting moments in American history and reduces it to a remedy for insomnia.<br /><br />Please do not ask me why Liberals set out to trash the Founding Fathers, because I don't waste time explaining the acts of such people. Don't ask them either; they usually respond to such questions with the same answer: ""SHUT UP!""",negative
"Not to be confused with Lewis Teague's ""Alligator"" (1980) which actually IS an excellent film, this ""Il Fiume Del Grande Caimano"" laboriously ends the exotic trilogy Sergio Martino made around the end of the seventies (including the rather watchable ""L'Isola degli uomini pesce"" and the not so good ""La Montagna del dio cannibale""). Tracing outrageously the plot of ""Jaws"", the script fails at creating any suspense what so ever. The creature is ludicrous and its victims are simply despicable. Stelvio Cipriani's lame tune poorly illustrates the adventures of these silly tourists presented from the very beginning as the obvious items of the reptile's meal. No thrill out of this, rather laughters actually! And we could find this pitiful flick quite funny if the dialogs and the appearance of the natives were not so obviously inspired by pure racism. Very soon the giggling stops in favor of a sour feeling witnessing such a patronizing attitude. We could excuse badly made films and poor FXs, but not that kind of mentality. Never!",negative
"This movie is horrible. Everything in it has been done before. There is nothing original. I cannot stand when writers don't come up with their own plots.<br /><br />A girl makes a wish on her 13th birthday and wakes up as an adult. Hmm, sounds a lot like a movie in the 80s called Big. What is even more annoying is Jennifer Garner's acting. She doesn't act like she is 13 she just acts like she is stupid.<br /><br />From then on, you can guess the whole plot. She gets a good job and it just so happens that a friend she had at 13 works with her. Wow, how awesome! But, no....her friend is bad and turns on her, trying to get her job. But, of course, she wins in the end when she comes up with a ""great"" idea.<br /><br />There's also a dancing scene in the movie that I've seen a thousand times before.<br /><br />I hate this movie.",negative
