,review,sentiment
13834,"So many people have taken shots at Platoon and Born On the Fourth of July among other calling them ""leftist propaganda film."" Now its my turn to take a political shot at a movie. To me this movie is very imposing on certain religious beliefs and on its political views.<br /><br />The acting and writing was a little to clichéd for my liking. Mel Gibson seems to like to play in these unnecessary violent films and proves it once again by teaming up with his partner Randall Wallace for yet another one. Throughout this movie there was this garbage prototypical ""Just tell my family I love them"" or ""Tell Ronny to pray before hoe goes to bed"" lines. The was so overloaded with this garbage retread lines that I felt like I had to vomit. How about that scene were Gibson's wife goes to do her laundry and this ""no colors"" applies to what to put in the washing machine. Its in the mid-sixties was she some how stuck under a rock not noticing the racism around her. Another scene is were Gibson's daughter asks him what war is and the scene is shot in such a trivial matter.<br /><br />The directing displayed this all perfectly. The countless scenes of Gibson and his family or soldiers praying. I'm fine with showing that once or twice but after a while I wonder if the movie is trying to shove something into my head. How many scenes with the American flag at its finest hour were shot with the melodramatic music on. The director also makes it seem like we won some sort of victory in Vietnam. What exactly was won their. The cinematography was the worst of it with the slowed down scenes see the American flag in the distance scenes spread throughout. I love America but movies like this seem to glorify every little thing we do.<br /><br />This may seem like a rant and maybe it is but I cannot stand it when a movie like this makes people who are not religious are not so patriotic that they will agree with anything their country does look bad. This movie to me is narrow minded and limited in so many aspects. To me it says if your not Christian your wrong. Would God or Jesus want people to kill I don't think so. To me this movie was offensive. At first this movie was funny with the countless clichés and overacted scenes but then when I looked at what this movie was trying to say or not say it was really frustrating to watch. I guess though it is my fault that I chose to watch this movie. I hope no one takes this comment offensively because I am not criticizing religion or patriotism but some of the narrow minded people who are so into both and discount everyone else.<br /><br />If you want a real depiction of the Vietnam war watch Platoon, Born On the Fourth of July, Apocalypse Now, The Deer Hunter or The Killing Fields. Even Full Metal Jacket which I absolutely hated was a better depiction. I have read a quote that in context says a true patriot does not go with everything the government or country does but questions it when its wrong. A real patriot loves their country too much to see it do bad things.",negative
48871,"""The Screaming Skull"" opens with a warning and an offer for free burial services if you should die watching it - Now there's a hook! The story itself has a fairly interesting premise for a horror flick: scheming husband marries a wealthy woman with a history of mental illness, then attempts to convince her that she's going insane with shrill noises, mysterious knocking and skulls that turn up at inopportune times. Add to the formula a sufficiently creepy gardener who still cherishes the memory of the man's first wife who he was devoted to. Maybe it's just that the 1950's didn't have the technology to pull off some of the scare scenes needed to juice up this movie, the techniques used here seem contrived and mundane. But then again, when I first saw ""House on Haunted Hill"" as a nine year old, it gave me the heebie jeebies in the same way I'm sure this film did for young viewers of the same era.<br /><br />Don't get me wrong, the film is not terrible, it just seems to get tedious at times. But there's some great atmospheric tension in the generally huge but unfurnished Whitlock home, and the gardens and pool are a nice touch. For me the best played out scene involves Eric Whitlock (John Hudson) going maniacal in the pond attempting to retrieve the hidden skull, he just wades right in clothes and all, in neat contrast to the mentally challenged gardener (director Alex Nicol in a dual role). It makes you wonder who the real dimwit was.<br /><br />In it's own good way, perhaps the most shocking thing about the film: how about that neat roadster the Whitlock's make their first appearance in - gull wing doors in 1958! That at least made me jump out of my seat!",negative
14816,"According to most people I know that saw this film and to the reviews I've read this was supposed to be a hugely entertaining thriller that oh so needs to be seen by more people. I didn't expect this film to blow me away but I certainly didn't expect to find this movie mediocre at best, which is what it is.<br /><br />I'm no stranger to French films being both French and having studied them as a student so i'm aware of the clichés and corny plot twists that can go unnoticed by English/American audiences. There are some great French films that should have been given widespread international release but this isn't one of them.<br /><br />To begin with the plot is both far fetched, over complicated and too smart assed to be entertaining so you really feel every minute of its 2hr and 5min run time and by the time everything is finally revealed you are beyond caring. The main character himself is lacking any real charisma or even acting talent to keep your attention fixed mainly on him and his journey anytime close to the crap ending so by the time you've even considered swallowing the main plot twists it's begun to dawn on you that you've wasted your time! I actually remember switching off before the credits actually began to roll after the film's climactic reunion - that was the point in which I was sure I had almost completely wasted my time by the way.<br /><br />The film is not at all the worst thing i've seen but it seems completely overrated. For instance I read somewhere that it beats all the Bourne Identity films in terms of suspense or even that it has 'wall-to-wall tension'. I can safely say some people are hyping up this frankly dull movie.<br /><br />4/10 is a generously considerate rating for this film I feel, and since I have seen some complete and utter stinkers, I'll therefore save the 1s, 2s and 3s for them.",negative
10859,"It was poorly shot. Looks Like a rush job, last minute casting is obvious. Writing is very weak. Good for stage, not film. I feel bad for Andrew McCarthy. He's a very good actor who has not been getting good roles lately. This role was not for him. Maybe glad it has been picked up yet. On the festival circuit this film shall stay.",negative
5503,"If you enjoy seeing what must have started as a 2 hour movie in unconnected bursts of unwatchability, you'll love this film. Otherwise, you'll just wonder how they could have made such a film from something so simple to translate to the big screen as Inspector Gadget.<br /><br />In the previews for the film, many scenes were shown which were not in the film, and within the film, some scenes just don't make sense. While the movie is slightly less than 1 hour and a half, I can only think of one truly memorable moment, and that is just before or during the credits!<br /><br />",negative
41923,"Somehow, I really thought that I was going to enjoy this film because I love pictures with mountain climbing and a great mystery in the plot. I must say that the photography was fantastic and there was some scary scenes that captured my attention. I thought that Nicole Eggert,(Diana Pennington),""Thank You, Good Night"",'01 played a very convincing role as a young girl who had a tragic loss in her life and meets up with some characters who want her to guide them up the mountain. Marc Singer, ""Angel Blade"",'02, played a very unconvincing weird guy and over acted in many scenes with a bad temper that looked comical. This film was a big disappointed and not worth watching, unless there is nothing on the TV to ENJOY!!",negative
12070,"Okay I must say that before the revealing of the 'monster'. saying that he really didn't fit into that category, just some weird thing that had an annoying screech! And personally I think a granny could have ran away from that thing, but anyway. I actually was getting into this film, although having the main character a drunk and a heroine addict didn't come as an appeal. But such scenes as when she runs away from the train, and you can see the figure at the door was kind of creepy, also where the guard had just been killed and the 'monster' put his hand on the screen.<br /><br />But then disaster stuck form the moment the monster was revealed it just became your average horror, with limited thrills or scares. Slowly I became more bored, and wanted to shut the thing off. I like most people have said was rooting for the homeless people to make it, specially the guy, he gave me a few cheap laughs here and there. I think this film could have really been something special instead it became what every other horror nowadays are! Just boring and well not worth the money.<br /><br />if you are looking for a cheap scare here and there, or a mindless gore fest (which is limited, hardly any in fact) by all means give it a go, but for all you serious horror watchers look somewhere else, much better films out there.",negative
4148,"This was surely the stupidest, crudest, most repulsive film I have seen in quite some time. I was tempted to turn off the VCR, but, as in the fascination watching a horrible car accident, I literally found it COMPULSIVELY HATEABLE in every conceivable way and slugged it out through to the end. I am by no means a prude who objects to the comedic portrayal of sexual antics on the screen. Animal House, Porky's, There's Something About Mary, both American Pie movies, and even the notorious Freddy Got Fingered I have found highly enjoyable on their own crude terms. Mamie Van Doren's breast-baring sponge bath is the most horrifying appearance by a naked geriatric since The Shining. Ineptly edited and shot, with incredibly annoying performances from Devon Sawa and Jason Schwartzman, the film ended, without the benefit of having made me giggle once. The only useful purpose for the film is as a textbook example of how not to make a gross out picture. Oh, and it would also serve nicely as a lawn fertilizer.",negative
26388,"Whoa!Terrible, terrible, terrible, terrible, did I mention terrible?You can tell just by the DVD cover not to get this movie, but unfortunately that wasn't the case for me.Well, someone brought this home for me to watch, and when I looked at it I just wanted to strangle the person, because they used my money.I will certainly be taking it back soon, but I might as well tell you about it while I have it in memory, for I definitely want to forget it.This movie doesn't deserve to even be called horrible.It's beyond horrible.Quite possibly, the worst film ever.The acting was so, so, so, so horrifically disgusting, as well as the deaths being so ENTIRELY lame and predictable.I didn't even laugh at how bad this movie was, which kind of frightens me a little.Don't see this film, shame on you if you're even looking at this movie page, and I have EXTREME pity for you if you're looking at this movie page, because you think this will be DECENT.Final word: YUCK!!!!!!!!!!",negative
24278,"Take a SciFi Original Movie and mix in a little alternative/revisionist history, and you get ""Aztec Rex."" Apparently Hernand Cortes, before conquering the Aztec empire, had to first conquer a Tyrannosaurus Rex and her mate. That's the thrust of this movie. Given the plot it could have really sucked; the fact that it only kind of sucked is a tip of the cap to the writers. There are a few problems. For starters, Cortes is played by Ian Ziering. Even with a black wig, Ziering as Cortes is about as convincing as Axl Rose playing Gandhi. And though Cortes conquers the indigenous peoples of Mexico, the Aztecs here seem to be played by an all-Hawaiian ensemble. Casting aside, the T-Rex(es) look reasonably good, though every time one of them gets shot it just oozed CGI. And they die too easily; I suppose if a T-Rex were around in real life they probably could be felled or at least wounded by some rather rudimentary, 16th-century weaponry. But it takes something away from the movie. There are also some graphic T-Rex-swallowing-human scenes, which is surprising, but in this context I thought they worked OK. There's plenty of action, and the whole colonization angle is prevalent throughout but doesn't overwhelm the dinosaur angle, unlike the other recent SciFi Original dinosaur movie ""Warbirds."" Overall, a mediocre (but decent by SciFi Original standards) movie that rates a modest 4.",negative
25612,"Not that I tinkle myself with glee at the sight of realistic blood shed, but when I put a DVD in expecting a bloodbath, and what I get is one bloody scene (the eyeball) at the tail end of asinine fake slapping, and spinning in a desk chair, I end up thinking ""well that's 43 minutes of my life gone forever."" I wouldn't considers this or Flower of Flesh and Blood ""movies"" so much as an exercise of will; to see if you can sit through them. Flower of Flesh and Blood had a few tough spots to watch. The Devil's Experiment did not. It was at best, stupid, and at worst...well...really stupid. Perhaps my expectation were too high. I put the DVD thinking ""oh man, this is gonna be sick."" After watching them fake slap the girl about a thousand times, I was watching it in fast forward.<br /><br />Two kinds of people would be interested in this film. 1) People who seek out F'd up films just to see how F'd up it really is, or 2) horror completest. I sought this and the other Guinea Pig films for the latter reason, but even if I fell into the category of the former, this film wouldn't float my boat. As a matter of fact, I could imagine this film increasing one's blood lust...as in ""WOULD YOU JUST KILL THE B*TCH ALREADY!!"" So in conclusion, the only reason to own this film is for collection purposes. If you want carnage that traditional horror doesn't provide, get Traces of Death. Sure, that sucks too, but at least you'll get the blood and guts you expect.<br /><br />The only reason I can see for anyone praising this crap is because they feel they're supposed to. No artistic merit that I can comprehend, no reason for it's notoriety, no nothing. Just a lame attempt to be shocking.",negative
1668,"Children love dinosaurs. It's somewhat part of their culture. But they've got The Land Before Time. The original. At least that movie had heart. This. This movie is just plain pathetic. Just because kids love dinosaurs doesn't mean you can just slap together any old story and show it to the children. This movie has no plot, the whole premise is stupid, and it's more by the numbers stuff. Not as soul sucking as Theodore Rex, but it's lightyears away from being a Land Before Time.",negative
12420,"What this movie does well is combine action and horror with comedy and drama in a unique way that teases more emotion form the audience than a typical horror movie. Unfortunately with disjointed storytelling, frustrating plot-holes, and contradictory scenes this movie mainly caused me frustration and is hardly ""the greatest monster movie ever."" <br /><br />Let's start with the good stuff: comedy, acting and special effects. From the get-go, this movie starts off fast paced and cheeky. The opening scene - the monster's origin - is campy and quick, paying homage the the classic 'environmental' disasters that have given birth to so many other monsters. The pacing is fast, which was a welcome break from the long and often pointlessly dramatic opening scene from other monster flicks and allows the movie to jump right into the action. With in the course of 10 minutes you get the 'why', 'where,' and 'how' of the beast and are ready for action. In this the movie delivers.<br /><br />After another short and well shot sequence the characters are introduced: the lazy son and his precocious little girl, kind grandfather, and talented sister (aunt) and, of course, the monster. The characters are introduced in context to each other and their conflicts are instantly apparent, allowing the audience to feel for them when the monster shows up suddenly to wreak havoc in the river area where they live and work. <br /><br />The monster it's self looks great: alien yet familiar - kinda like a dog and fish pooped out by a squid. The effects of the creature are second to none and although it looks strange it is believable and at no point in the movie could you 'see it's strings.' Even the movement of the monster was horribly familiar, like a growing and excited rottweiler on linoleum the monster barrels through the crowd, slipping on surfaces, crushing and eating those in it's path. When the monster's path intersects with the family and tragedy ensues it truly is a painful moment, and you can feel the need for revenge but from there on out the movie's appeal begins to unravel.<br /><br />Following the dynamite beginning the movie quickly loses focus and continuity. Plot-lines are introduced, then abandoned, characters change their position for no apparent reason, and comedy is interlaced into dramatic scenes confusing intent, while obstacles appear and disappear seemingly at random. <br /><br />As for the comedy, let me say this: I'm willing to accept that a lot of the humor is probably cultural. I am not familiar with Korean humor so maybe things were lost in translation. However, as an Asian studies major in college and as someone who has been living in Japan for the last 5 years (still here) I'd like to think I have a better grasp on Asian humor than the average white-guy. That being said there were many parts of the movie that I understood were supposed to be funny, but, to me, weren't. <br /><br />*********** SPOILER************* For example: after the initial attack where the young daughter is lost the family is at the funeral; everyone is mourning. A new character is introduced - a brother - and tension is raised even higher as it becomes obvious that the two brothers are at odds with one another. They both begin to grieve for their loss and wind up competing with each other over who is grieving harder. This competition is, at it's core, funny: two brothers who dislike each-other so much they even compete at a funeral - it shows the prickly nature of familial love common in Asian comedy. This subtle slap-stick comedy poking fun at family and ritualized mourning is supposed to be funny but, seemed really out of place in the context of a lost little girl. ************** END SPOILER **************<br /><br />Then come the plot holes. there are so many points brought up in this movie that are never explained, or, worse, are explained and fretted over only to be proved impotent and pointless in the end. Finding out an obstacle isn't an obstacle can be a good thing for a character, but you'd expect some comment to that nature. Instead the audience is barraged by moments of anti-climax when problems just 'aren't there' anymore and no one gives an indication that it was ever a problem to start. So I ask you: why even bring it up in the first place? <br /><br />This was prevalent through out the film as problems gave rise to new problems, and suddenly the world of the movie is filled with opposing forces that never resolved each other. Of course introducing new and greater problems is a time-tested story telling tradition, but if the introduction of a new arc leads the the forced shortening of another you would expect at least that the new arc gets full explanation. Not in this movie. Instead it was as if you get several stories, each only explained 20% of the way and, in the end, the parts never converge to complete the whole.<br /><br />Again, I'm willing to accept that a lot of this might be 'cultural.' Maybe its in Korean story- telling tradition to put comedy inside a tragedy. Maybe it's normal for stories to go all over like a child who colors outside the lines on every-page, but never finishes one. Maybe it's OK to present a problem in order to develop the plot but then remove that problem randomly without any apparent solution or catharsis. Or maybe these are all hallmarks of sloppy work and bad storytelling rampant in a movie that seems to have a much better reputation than it deserves.",negative
19810,"Wretched. Talk about botched. BEYOND THE POSEIDON ADVENTURE is bad in every respect. Salvagers Michael Caine and Karl Malden decide to tow the wreck of the eponymous ocean liner with a really creaky tug boat. They're challenged by ruthless Telly Savalas and his gang of machine-gun toting goons. This part sequel, part remake has Caine, Malden and ANOTHER group of Poseidon survivors making a similarly dangerous trek out of the sinking ship. Among this group are Shirley Jones, Slim Pickens, Peter Boyle, Shirley Knight and Slim Pickens. Jack Warden plays a blind man. Surely, you'll wish you were blind after seeing this mess. Sally Field is particularly annoying as a stowaway on board Caine's tug.<br /><br />Disaster master Irwin Allen not only produced this one, he decided to direct it as well.",negative
20765,"I loved the first ""American Graffiti"" with all my heart and soul that I considered it to be the best movie about rock n' roll along with being the best teenager flick I've ever seen. The first film spawned the careers of George Lucas who would later do the blockbuster epic ""Star Wars"" before doing the prequels two decades later while making Richard Dreyfuss a star in Jaws, Close Encounters of the Third Kind and other films as well.<br /><br />Somehow without those two, the magic died off.<br /><br />""More American Graffiti"" shows audiences what happened to the rest of the characters later on in the sixties where Steve (Ron Howard) and Laurie (Cindy Williams) are protesting against the Vietnam War while their friend Terry ""The Toad"" Fields (Charles Martin Smith) is in the war himself and trying to get out. John Milner (Paul Le Mat) is still the hot drag racer in California where he never quite left home. The rest of the supporting actors in the film from Candy Clark's Debbie (Terry's Girlfriend), to the Pharaoh's gang members, along with Harrison Ford and others really don't do much. The original film showed teenagers cruising the streets without any bloodshed with the early music of rock n' roll from Buddy Holly, The Fleetwoods, Chuck Berry, Fats Domino, Bill Haley and the Comets, Buddy Knox and more that brought back the nostalgia bug in classic music. The soundtrack for ""More American Graffiti"" is a mixture of rock, soul, country, hippie music, and whatever fitted the mood during the late 60's of protesting, drugs, sacrifices and more.<br /><br />After watching ""More American Graffiti"" it looked like it wanted to show audience members what happened after the title epilogue of the four main characters in the first film (with the exception of Dreyfuss's character) where it wasn't necessary. This film wasn't necessary either as I was glad to see that neither Lucas or Dreyfuss moved on to bigger and better projects.",negative
45086,"I was looking for ATTACK on Precinct 13. There, the film is THAT memorable. Who is the star of this? Ethan Hawke or Matt Dillon (I can't tell who the lead actor is, that's a pretty big point against the movie right there) Gabriel Byrne (who could't have needed the money this badly could he?) Drea De Matteo is stunning but only because of her amazing body. It took me ages to finally work out she's Joey's sister off ""Friends"". I agree that the so called SWAT people attacking the station are pretty crap, as far as tactics go. We were even taught better basic skills than this in RAF basic training.<br /><br />Avoid this, even the snow doesn't want to fall on a bus full of prisoners! Very bad continuity indeed.<br /><br />Avoid like the plague!",negative
4679,"I think I've seen all of the Grisham movies now and generally they're all very poor, except for The Rainmaker, but this one is so bad it's unbelievable<br /><br />WARNING SPOILERISH<br /><br />It's one of those movies where the character does the stupid irrational things that no one would ever do. He's a lawyer for Christ's sake. Why when his children go missing does he not call the Police. Oh yes it's because all the Police hate lawyers so they're just ignore him and let him be attacked.<br /><br />When he's arrested for murder they just let him go free, he would be locked up in a cell pending a bail hearing. <br /><br />Why would you drag your kids halfway across the country when you could easily protect them at home.<br /><br />The Police don't bother to try and find an escaped mental patient, they don't bother to interview his daughter.<br /><br />As for the ridiculous ending.<br /><br />In summary, silly, very unrealistic and a complete waste of time.<br /><br />0/10  One of the worst films ever made.",negative
17866,"There's been a vogue for the past few years for often-as-not ironic zombie-related films, as well as other media incarnations of the flesh- eating resurrected dead. ""Fido"" is a film that's either an attempt to cash in on that, simply a manifestation of it, or both -- and it falls squarely into the category of ironic zombies. The joke here is that we get to see the walking dead in the contrasting context of a broadly stereotyped, squeaky-clean, alternate-history (we are in the wake of a great Zombie War, and the creatures are now being domesticated as slaves) version of a 1950s suburb. <br /><br />It's a moderately funny concept on its own, and enough perhaps for a five-minute comedy sketch, but it can't hold up a feature-film on its own. The joke that rotting corpses for servants are incongruous with this idealized version of a small town is repeated over and over again, and loses all effectiveness. The soundtrack relentlessly plays sunny tunes while zombies cannibalize bystanders. The word ""zombie"" is constantly inserted into an otherwise familiarly homey line for a cheap attempt at a laugh. <br /><br />The very broadness and artificiality of the representation of ""the nineteen fifties"" here can't help but irritate me. It is so stylized, in it evidently ""Pleasantville-""inspired way, that it is more apparent in waving markers of its 1950s-ness around than actually bearing any resemblance to anything that might have happened between 1950 and 1959. There is something obnoxiously sneering about it, as if the film is bragging emptily and thoughtlessly about how more open, down-to-Earth, and superior the 2000s are. <br /><br />Because the characters are such broad representations of pop-culture 1950s ""types,"" it's difficult to develop much emotional investment in them. Each has a few character traits thrown at him or her -- Helen is obsessed with appearances, and Bill loves golf and his haunted by having had to kill his father -- but they remain quite two-dimensional. Performances within the constraints of this bad writing are fine. The best is Billy Connolly as Fido the zombie, who in the tradition of Boris Karloff in ""Frankenstein"" actually imparts character and sympathy to a lumbering green monster who cannot speak. <br /><br />There are little bits of unsubtle allegory thrown around -- to commodity fetishism, racism, classism, war paranoia, et cetera, but none of it really works on a comprehensive level, and the filmmakers don;t really stick with anything. <br /><br />Unfortunately, this film doesn't really get past sticking with the flimsy joke of ""Look! Zombies in 'Leave it to Beaver!'"" for a good hour- and-a-half.",negative
16566,"<br /><br />Spoilers<br /><br />I'm going to be as kind as I can about this film (some people, including directors!, can get quite upset when reviewers speak their mind) so...<br /><br />There is a nice car accident and the opening credits look good and... that's it; everything else bites the big one. All the acting is appalling, the script is embarrassing, the special effects look like they were done by school children on cheap computers. All in all this film has serious bowling shoe tendencies.<br /><br />As a horror film it's not very scary and if it supposed to a ""thinking man's"" horror film well it succeeded on some level, I kept thinking that the end of this film is an awfully long way away. It may actually be an ironic look at bad horror films and I'm missing the point but I somehow doubt it.<br /><br />This is a complete car phone warehouse of a film and I could not recommend it to anyone, and it does pain me to say this as I eagerly await the resurrection of British Horror.<br /><br />If you don't agree with this review, that fine, it's just my own opinion, and I'm sure someone out there will love it (the director's Mum for instance).",negative
42411,"Would it be too trite of me to create a review of just me saying the word ""STUPID"" over and over again? Probably.<br /><br />This is arguably the worst movie I've ever seen. Seriously. There are better movies on Mystery Science Theater 3000. I saw this movie for the first time at a friend's birthday party when it was still in theaters. Even though it was actually *with friends* and at one of their *birthday parties,* I had to leave. I actually had to leave. I just excused myself and walked out. Fortunately, some of the parents were doing the same thing, so I didn't look like a total jerk... Anyway, this film is awful. There is nothing to like about it. It's painfully (as in actually causing physical pain) slow, and sickeningly (literally does induce vomiting) unfunny. You almost feel sorry for Tom Arnold, but then you don't because you remember he was actually IN the movie. It really does pain me to even THINK about it.<br /><br />It was on TV a few months ago, and I decided I had to watch it all the way through, just once. I remembered then why I walked out in the first place, and felt guilty for boosting its ratings by even one viewer. The gags aren't funny, the characters arn't interesting. it's just a senseless mess of pratfalls and stupidity.<br /><br />There is a small crowd of then-eight-year-old kids who watched the movie when it came out and considered it ""brilliant."" If you think that having your face removed piece by pece with an ice cream scoop is brilliant, then by all means, go rent it. But if you have any dignity whatsoever avoid this big STUPID mess altogether. SCORE: 0/10 ... maybe a negative 1, actually.",negative
20817,"I can't believe I sat through this garbage. Palm trees in D.C. (already mentioned), a dummy-as-dead-body bit so obviously artificial that I thought it was SUPPOSED to be a dummy ... until it left a bloodstain ... stilted dialogue, ridiculous plot. I think it's a shame that Jill Ireland's final film before her death was this stinker. Don't waste your time - I wish I hadn't. The only saving grace is that it was on cable, so I didn't waste my money on top of everything.",negative
49408,"Sure, the concept had already been done with Alf and the Charmings: thrust modern society onto one or more out-of-place characters. But I loved both shows and watched them religiously until they ended in 1990. When I learned about Scorch, I was actually very hopeful for something new, as new TV in the 90's so far hadn't impressed me (but at least Star Trek: TNG and the Simpsons were still going).<br /><br />What I got was a big disappointment. The acting was awful, but considering the ridiculous dialogue and wholly unbelievable writing, I can't blame them too much for what they had to work with. There were a few humorous moments, but most of the deliberate jokes seemed forced in their delivery. The whole production work on the show seemed too low-budget for what was on TV at the time. In the 80's it would have fit right in.<br /><br />Still, it was the first episode and had to introduce the characters and establish the entire premise of the series, so I gave it the benefit of the doubt. The second episode wasn't as bad, and I started to get my hopes back that once it got into its stride, the show would improve. Sadly, my VCR ended up not recording the third episode aired, I never got to see it, and the series disappeared from the TV listings after that. All I have now are the first two episodes recorded off the air onto a VHS tape.",negative
29653,"Other than it reassembled the characters from the first film and gave them more backstory. Essentially, Lucian the Lycan (werewolf) fell in love with Sonia the Vampire, a Romeo and Juliet scenario you know is going to end badly if you've seen the first movie. So with absolutely no suspense, we blunder forward with two hours of unremitting CGI and actors with little or no screen presence. All shot in that monotone color that the first movie had because nothing was shot in daylight.<br /><br />Worth your time.. probably not. In fact, the quality has gone down, even the CGI looks like it was done on the cheap, you don't buy for a minute that these are real werewolves.",negative
34203,"I watched this today, partially attracted to the all-star cast and partly because I have enjoyed so many other films of this ilk. However, this is one to avoid. There are dozens of badly cut scenes where the continuity just does not flow, the billiards challenge at the start, for example. The fighting scenes with the natives are about as good as you would remember in those old black and white Tarzan movies, you know where you see a spear fly through the air and camera cuts to a dead native lying motionless on the floor with it sticking from his thigh. Is that instantaneous death? There are also several quite unnecessary scenes which have nothing to do with the plot, like the little girl being rescued while collecting flowers. The really badly animated clay toys are too painful to watch. If you do see this movie the crabs which inch forward at about 5kph are the highlight. Somehow one manages to creep up on David Mccullum and give him a nip. Its as if there was no time to get out of the way, like when the obelisk in the city falls over, the native has all the time in the world to take a 2 step to the left, but no he screams and it falls on him. I only give this a 2 because of Ekland. And why does Mccullums voice develop a stutter as the movie progresses?",negative
44283,"A totally pathetic attempt at movie about sacrifices of Australian Soldiers during the New Guinea Campaign. Total waste of money even if you only see it on DVD. Thankfully the video store provided a free weekly hire with the DVD else it would have been a complete waste of money. Probably made by arty types and full of the symbolism that today's Chardonay socialists seem so into. Frankly this movie is an insult to the memory of the brave chaps that never came back. Somebody please provide the funding to make a decent movie at least the equal of Saving Private Ryan. Hopefully the RSL will put as much distance between itself and this movie as possible. The story needs to be told from all sides the Australians, the locals & the Japanese - Although getting the latter to tell the truth about anything that happened during the second world war is highly unlikely. Basically its rubbish, don't see it, don't buy it. Walk away",negative
17716,"Unlike what one reviewer said this is NOT a ripoff of Magnum Force. In that one Lieutenant Hal Holbrook put together his own little squad from Academy rookies to dispatch repeat offenders. In Extreme Justice this operation has the sanction from the higher ups of the LAPD. Just how far they sanction the exact methods used is open to question. <br /><br />This Special Investigations Squad seems to be quite the haven for the misfits of the LAPD, those that have forgotten their first duty is protection and service. Which is why Scott Glenn thinks Lou Diamond Phillips, a detective with more than his share of beefs with Internal Affairs for excessive use of force, is perfect for the squad.<br /><br />What should have sent him running from Phillips is the fact he's got a nice live-in relationship with a reporter, Chelsea Field. That one certainly threw me in this film, you'd think that Lou would be the last guy he'd try to recruit for his team.<br /><br />And what his team is, is a death squad. They target perpetrators follow them and wait to catch them in the act. Then it's open season.<br /><br />Extreme Justice went very overboard in trying to make a point. There sure would have been no harm in waiting for a gang of bank robbers to finish the robbery and taking them down outside. No civilians got hurt when the citizens of Coffeyville did that to the Daltons. Or waiting until three rapists finish the job before moving in. That's what were asked to believe here.<br /><br />And frankly I couldn't buy it. A lot of good players get really wasted in this one.",negative
8791,"OK - the Cons first: The obligatory '70's alligator (all right, correction - caiman) with nonmoving limbs is made the worse for scale miniature underwater shots (with the full length of reptile comparative to the size of the boat) utilizing a toy alligator being swirled around the toy boat in broadly lit water - even for nighttime shots!<br /><br />Unlike most primitives-killing-exploitative-Westerners films, the superstitious natives going bat**** and start massacring the vacationers seems unjustified this time. No one really abused the natives - exploited, yes, but far from abusive treatment. After all it was one of the natives (canoodling with a spoiled supermodel during a taboo full moon) that brought the curse of the River Demon on them, right?<br /><br />The vacationers are easily annoying (with the notable exception of the token old-soul/mildly blasphemous-little-girl-who-takes-a-shine-to-the-heroes that you often see in 70's Euroflicks), but far from from deserving violent death - unless they were your next door neighbors, mind you. A couple actually get killed being heroic - notable in that none of them fill the role of sidekick. There are only two straight villains in the entire film, so the demises feel more arbitrary than cathartic.<br /><br />The sequence where the giant caiman crunches down and scarfs thirty tourists in under five minutes will probably strike you as unintentionally hilarious.<br /><br />The point at which the natives decide not to wipe the surviving Westerners and practically saying ""hey, you aren't so bad after all, sorry about that fuss last night"" - because they blew up the monster lizard - has you shaking your head as the corny music kicks in. You know, the local military dictatorship will wipe out the village for ****ing with the tourist trade after the credits roll...<br /><br />The Pros: Barbara Bach. Barbara Bach. Barbara Bach. Barbara Bach. You ALL know WHY you're interested in this film in the first place, right? I thought so. If you're a Bach completist, get the DVD reissued by NoShame films earlier this year (digitally remastered with no real extras to speak of, aside from the director bemoaning the current state of international film distribution).<br /><br />The hero isn't half bad, being far from an idiot (always a plus in B films) and the cynical little kid provides most of the comic relief.<br /><br />Worth a look, but get it cheaply!",negative
47190,"So lets say you are a producer, you have some money, and you somehow got Richard gear and Bruce Willis, so now all you need is a script...but , why bother? see, this movie is really terrible, the acting is pretty good, but the casting is awful gear and Willis did their best to play these characters they simply cant play. now, this movie has no plot, or rather, there's something that tries to pass off as a plot: there's a mean hit-man (Willis) who is cool dangerous and sophisticated (actually he's none of those things, but from some dialog between the other characters, you are supposed to get this impression), so this hit-man is on a mission to kill someone, now there's an ex-IRA prisoner who is kind and nice and very likable (gear) who the FBI release from prison so he will help them. so now the FBI is ""investigating"" to find this hit-man, the investigation consists of a series of unlikely information - like some random person lost his wallet and someone used his name to buy a car - which is always right on the money. since there's no real plot and the script is so crappy, you cant expect any real character development, or tension, so instead of creating them through the story, they simply add some disconnected dramatic music, which signals you that something very dramatic is going on , instead of actually creating something dramatic..<br /><br />the bottom line is that this is a very bad movie, and a complete waste of time which somehow got an incredibly high score for its level, probably because of the cast - and this is exactly what the producers where counting on.",negative
41976,"Jude Law gives his all in this beautifully filmed vampire flick which offers little else of value. Completely lacking in eroticism, excitement, or leading ladies with appeal. One decent fight, a few moments of mild suspense. And a one-note plot.<br /><br />The movie waxes philisophic in a series of conversations between Law's character and a dogged homicide detective, well played by Timothy Spall. But despite their best efforts, both actors are staked to the cross of the film's banality.<br /><br />With a lesser actor in the lead role -- and without the benefit of Oliver Curtis's cinematography -- Crocodiles would blend into the sea of low-budget vampire quickies.",negative
49916,"Bad, bad, bad. How do movies like this get made? Badly written, poorly acted; I could go on, but why bother? As an aside, note that the characters' first names are the same as the actors playing them : this is a dead giveaway that no one on the set is even interested enough in their role to bother learning someone else's characters names!",negative
